,,Java,Classes,Packages,LOC,PL,RFC,CLOC,CBO,NOC,LCOM,WMC,DIT,Class Variables,Class Methods,NIM,NIV,Local Methods,Methods,Default Methods,Private Methods,Protected Methods,Public Methods,BLOC,Declarative Line of Code,Executable Line of Code,Statements,Declarative Statements,Executable Statements,Comment to Code Ratio,questions
2016,3,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2016,4,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2016,5,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2016,6,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2016,7,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2016,8,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2016,9,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2016,10,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2016,11,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2016,12,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2017,1,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2017,2,1.0,1.0,0.0,0.4330708661417332,0.6365105008077551,0.5714285714285643,0.8899755501222488,0.5999999999999981,0.0,0.9497206703910638,0.526315789473685,0.0,0.8043478260869565,1.0,0.3571428571428558,1.0,0.5714285714285691,0.5714285714285643,0.0,0.7999999999999997,0.0,0.0,0.0,0.5227272727272727,0.5634328358208973,0.6635514018691593,0.6250000000000017,0.7032967032967044,1.0,0.3333333333333333
2017,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,0.3333333333333333
2017,4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,0.3333333333333333
2017,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,0.6666666666666666
2017,6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,0.6666666666666666
2017,7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,0.6666666666666666
2017,8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,0.6666666666666666
2017,9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,0.6666666666666666
2017,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,0.6666666666666666
2017,11,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,0.6666666666666666
2017,12,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,11,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2018,12,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,11,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2019,12,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2020,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2020,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2020,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2020,4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2020,5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2020,6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2020,7,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2020,8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
2020,9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4499999999999997,1.0,1.0,1.0,1.0,1.0,0.8516483516483503,1.0
